sku,nombre,descripcion_completa,categoria_ct,categoria_clasificada,marca,base_cost_usd,costo_proveedor_mxn,precio_original,original,precio,precio_mxn,precio_mayoreo_10pzs,precio_piso_minimo_20,img,local_img
CARHPP4010,"Tinta HP 970. Núm. Parte: CN621AM. Color Negro. Rendimiento: 3,000 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 241,7 x 28,7 x 71,6 mm. Peso 0,21 kg.","Tinta HP 970. Núm. Parte: CN621AM. Color Negro. Rendimiento: 3,000 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 241,7 x 28,7 x 71,6 mm. Peso 0,21 kg.. Clave Oficial CT: CARHPP4010. Marca: CT.",CONSUMIBLES,consumibles,CT,1496.25,29176.79,46682.87,46682.87,39388.67,39388.67,36470.99,35012.15,https://static.ctonline.mx/imagenes/CARHPP4010/CARHPP4010_400.jpg,assets/img/catalog/CARHPP4010.jpg
CARHPP4020,"Tinta HP 971. Núm. Parte: CN622AM. Color Cian. Rendimiento: 2,500 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 241,7 x 28,7 x 71,6 mm. Peso 0,14 kg.","Tinta HP 971. Núm. Parte: CN622AM. Color Cian. Rendimiento: 2,500 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 241,7 x 28,7 x 71,6 mm. Peso 0,14 kg.. Clave Oficial CT: CARHPP4020. Marca: CT.",CONSUMIBLES,consumibles,CT,1570.31,30621.06,48993.69,48993.69,41338.43,41338.43,38276.32,36745.27,https://static.ctonline.mx/imagenes/CARHPP4020/CARHPP4020_400.jpg,assets/img/catalog/CARHPP4020.jpg
CARHPP4030,"Tinta HP 971. Núm. Parte: CN623AM. Color Magenta. Rendimiento: 2,500 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 241,7 x 28,7 x 71,6 mm. Peso 0,14 kg.","Tinta HP 971. Núm. Parte: CN623AM. Color Magenta. Rendimiento: 2,500 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 241,7 x 28,7 x 71,6 mm. Peso 0,14 kg.. Clave Oficial CT: CARHPP4030. Marca: CT.",CONSUMIBLES,consumibles,CT,1570.31,30621.06,48993.69,48993.69,41338.43,41338.43,38276.32,36745.27,https://static.ctonline.mx/imagenes/CARHPP4030/CARHPP4030_400.jpg,assets/img/catalog/CARHPP4030.jpg
CARHPP4040,"Tinta HP 971. Núm. Parte: CN624AM. Color Amarillo. Rendimiento: 2,500 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 241,7 x 28,7 x 71,6 mm. Peso 0,14 kg.","Tinta HP 971. Núm. Parte: CN624AM. Color Amarillo. Rendimiento: 2,500 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 241,7 x 28,7 x 71,6 mm. Peso 0,14 kg.. Clave Oficial CT: CARHPP4040. Marca: CT.",CONSUMIBLES,consumibles,CT,1570.31,30621.06,48993.69,48993.69,41338.43,41338.43,38276.32,36745.27,https://static.ctonline.mx/imagenes/CARHPP4040/CARHPP4040_400.jpg,assets/img/catalog/CARHPP4040.jpg
CARHPP4080,"Tinta HP 970XL. Núm. Parte: CN625AM. Color Negro. Rendimiento: 9,200 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 270,9 x 53,1 x 71,6 mm. Peso 0,21 kg.","Tinta HP 970XL. Núm. Parte: CN625AM. Color Negro. Rendimiento: 9,200 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 270,9 x 53,1 x 71,6 mm. Peso 0,21 kg.. Clave Oficial CT: CARHPP4080. Marca: CT.",CONSUMIBLES,consumibles,CT,2650.3,51680.86,82689.38,82689.38,69769.16,69769.16,64601.08,62017.03,https://static.ctonline.mx/imagenes/CARHPP4080/CARHPP4080_400.jpg,assets/img/catalog/CARHPP4080.jpg
CARHPP4050,"Tinta HP 971XL. Núm. Parte: CN626AM. Color Cian. Rendimiento: 6,600 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 270,9 x 53,1 x 71,6 mm. Peso 0,21 kg.","Tinta HP 971XL. Núm. Parte: CN626AM. Color Cian. Rendimiento: 6,600 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 270,9 x 53,1 x 71,6 mm. Peso 0,21 kg.. Clave Oficial CT: CARHPP4050. Marca: CT.",CONSUMIBLES,consumibles,CT,2650.64,51687.43,82699.89,82699.89,69778.03,69778.03,64609.29,62024.92,https://static.ctonline.mx/imagenes/CARHPP4050/CARHPP4050_400.jpg,assets/img/catalog/CARHPP4050.jpg
CARHPP4060,"Tinta HP 971XL. Núm. Parte: CN627AM. Color Magenta. Rendimiento: 6,600 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 270,9 x 53,1 x 71,6 mm. Peso 0,21 kg.","Tinta HP 971XL. Núm. Parte: CN627AM. Color Magenta. Rendimiento: 6,600 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 270,9 x 53,1 x 71,6 mm. Peso 0,21 kg.. Clave Oficial CT: CARHPP4060. Marca: CT.",CONSUMIBLES,consumibles,CT,2650.64,51687.43,82699.89,82699.89,69778.03,69778.03,64609.29,62024.92,https://static.ctonline.mx/imagenes/CARHPP4060/CARHPP4060_400.jpg,assets/img/catalog/CARHPP4060.jpg
CARHPP4070,"Tinta HP 971XL. Núm. Parte: CN628AM. Color Amarillo. Rendimiento: 6,600 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 270,9 x 53,1 x 71,6 mm. Peso 0,21 kg.","Tinta HP 971XL. Núm. Parte: CN628AM. Color Amarillo. Rendimiento: 6,600 págs. Compatible con: HP Officejet Pro X451dn, X451dw, X551dw, HP Multifunction X476dn MFP, X476dw MFP, X576dw MFP. Dimensiones: 270,9 x 53,1 x 71,6 mm. Peso 0,21 kg.. Clave Oficial CT: CARHPP4070. Marca: CT.",CONSUMIBLES,consumibles,CT,2650.64,51687.43,82699.89,82699.89,69778.03,69778.03,64609.29,62024.92,https://static.ctonline.mx/imagenes/CARHPP4070/CARHPP4070_400.jpg,assets/img/catalog/CARHPP4070.jpg
TONHPP4510,"Tóner HP 213Y. Modelo: W2130Y. Color: Negro. Rendimiento: 18,000 págs. Compatible con: HP LaserJet Enterprise 5700, 5800, 6700, 6800. Dimensiones: 37.4 cm x 14.8 cm x 18.8 cm. Peso: 1.55kg.","Tóner HP 213Y. Modelo: W2130Y. Color: Negro. Rendimiento: 18,000 págs. Compatible con: HP LaserJet Enterprise 5700, 5800, 6700, 6800. Dimensiones: 37.4 cm x 14.8 cm x 18.8 cm. Peso: 1.55kg.. Clave Oficial CT: TONHPP4510. Marca: CT.",CONSUMIBLES,consumibles,CT,5748.77,112100.98,179361.57,179361.57,151336.33,151336.33,140126.23,134521.18,https://static.ctonline.mx/imagenes/TONHPP4510/TONHPP4510_400.jpg,assets/img/catalog/TONHPP4510.jpg
TONHPP4520,"Tóner HP 213Y. Modelo: W2131Y. Color: Cian. Rendimiento: 12,000 págs. Compatible con: HP LaserJet Enterprise 5700, 5800, 6700, 6800. Dimensiones: 37.4 cm x 14.8 cm x 18.8 cm. Peso: 1.43kg.","Tóner HP 213Y. Modelo: W2131Y. Color: Cian. Rendimiento: 12,000 págs. Compatible con: HP LaserJet Enterprise 5700, 5800, 6700, 6800. Dimensiones: 37.4 cm x 14.8 cm x 18.8 cm. Peso: 1.43kg.. Clave Oficial CT: TONHPP4520. Marca: CT.",CONSUMIBLES,consumibles,CT,6913.08,134805.14,215688.23,215688.23,181986.94,181986.94,168506.43,161766.17,https://static.ctonline.mx/imagenes/TONHPP4520/TONHPP4520_400.jpg,assets/img/catalog/TONHPP4520.jpg
