sku,nombre,descripcion_completa,categoria_ct,marca,costo_base,precio_mxn,precio_original,img,brand_logo,ficha_url,costo_proveedor_mxn,precio,precio_mayoreo_10pzs,margen_aplicado,img_local,img_cdn,categoria_clasificada,local_img
MALGEN5000,"PC-084846 Mochila para laptop 15.6"" Anti-salpicaduras Expandible Modelo Obsidia Color Negro | PERFECT CHOICE: Perfecta p","PC-084846 Mochila para laptop 15.6"" Anti-salpicaduras Expandible Modelo Obsidia Color Negro | PERFECT CHOICE: Perfecta para laptops de hasta 15.6"". Fabricada con materiales resistentes y de alta calidad, combina funcionalidad y estilo profesional. Su diseño expandible ofrece espacio adicional cuando lo necesitas, manteniendo un perfil elegante. Cuenta con múltiples compartimentos organizadores, incluyendo un compartimento acolchado para laptop, asegurando máxima protección. ESPECIFICACIONES• Materiales: Forro: 100% poliéster - Cubierta: 90% poliéster 10% policloruro de vinilo (PVC) • Compatibilidad: 15.6"" MEDIDAS DEL PRODUCTO: 31 x 11 x 46.5 • Peso: 660 g",ACCESORIOS,PC-084846,561.56,14783.01,17520.61,https://static.ctonline.mx/imagenes/MALGEN5000/MALGEN5000_400.jpg,https://static.ctonline.mx/marcas/png/PC-084846.png,https://ctonline.mx/buscar/productos?b=MALGEN5000,10950.38,14783.01,13140.46,35%,assets/img/catalog/MALGEN5000.jpg,https://static.ctonline.mx/imagenes/MALGEN5000/MALGEN5000_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5000/MALGEN5000_400.jpg
MALGEN5040,"PC-084761 Mochila para laptop 15.6""-17"" Gran Capacidad Modelo Essentials Color Morado | PERFECT CHOICE: Esseentials, es ","PC-084761 Mochila para laptop 15.6""-17"" Gran Capacidad Modelo Essentials Color Morado | PERFECT CHOICE: Esseentials, es la mochila ejecutiva con una gran capacidad que ofrece una solución completa para profesionales en movimiento. Con su diseño elegante, comodidad, ligereza y resistencia a salpicaduras, esta mochila es el complemento perfecto para aquellos que buscan un equilibrio entre funcionalidad y estilo ejecutivo.. ESPECIFICACIONES • Correa Trasero • Gran capacidad de carga • Materiales resistentes a salpicaduras • Para Laptops de 15.6” -17” Materiales • Cubierta: 85% poliéster • Forro: 15% nailon MEDIDAS DEL PRODUCTO • 46 x 34 x 18 cm • Peso: 720 g",ACCESORIOS,PC-084761,303.96,8001.65,9483.44,https://static.ctonline.mx/imagenes/MALGEN5040/MALGEN5040_400.jpg,https://static.ctonline.mx/marcas/png/PC-084761.png,https://ctonline.mx/buscar/productos?b=MALGEN5040,5927.15,8001.65,7112.58,35%,assets/img/catalog/MALGEN5040.jpg,https://static.ctonline.mx/imagenes/MALGEN5040/MALGEN5040_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5040/MALGEN5040_400.jpg
MALGEN5050,"PC-084709 Mochila ejecutiva para laptop diseño elegante Modelo Branston | PERFECT CHOICE: Elegante y funcional, esta moc","PC-084709 Mochila ejecutiva para laptop diseño elegante Modelo Branston | PERFECT CHOICE: Elegante y funcional, esta mochila ejecutiva para laptop está diseñada para el profesional en movimiento. Confeccionada con materiales suaves y resistentes, combina un estilo sofisticado con la durabilidad que necesitas para tu día a día. Su diseño ejecutivo ofrece espacio suficiente para tu laptop y otros esenciales, manteniendo siempre una imagen pulida y profesional. Materiales suaves y resistentes. Diseño Ejecutivo. Correa (strap) para Trolley. ESPECIFICACIONES• Materiales: Forro: 100% poliéster Cubierta: 100% poliéster •Compatibilidad: Laptop 16.7” • Medidas: 30 X 14 X 46 cm • Peso: 780 g CONTENIDO DEL EMPAQUE: 1 Mochila 1 Póliza de garantía",ACCESORIOS,PC-084709,425.78,11208.71,13284.4,https://static.ctonline.mx/imagenes/MALGEN5050/MALGEN5050_400.jpg,https://static.ctonline.mx/marcas/png/PC-084709.png,https://ctonline.mx/buscar/productos?b=MALGEN5050,8302.75,11208.71,9963.3,35%,assets/img/catalog/MALGEN5050.jpg,https://static.ctonline.mx/imagenes/MALGEN5050/MALGEN5050_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5050/MALGEN5050_400.jpg
MALGEN5060,"PC-084693 Mochila ejecutiva expandible y espaciosa para laptop Modelo Nessara | PERFECT CHOICE: Elegante, ligera y espac","PC-084693 Mochila ejecutiva expandible y espaciosa para laptop Modelo Nessara | PERFECT CHOICE: Elegante, ligera y espaciosa, esta mochila ejecutiva está diseñada para ofrecer máxima funcionalidad con un estilo profesional. Cuenta con un compartimiento especial para laptop y acceso superior fácil, ideal para quienes están siempre en movimiento. Sus bolsillos laterales expandibles añaden versatilidad, brindando espacio adicional cuando lo necesites, sin perder su diseño estilizado. Bolsas laterales expandibles. Acceso rápido superior. Compatibilidad laptop 15.6"". ESPECIFICACIONES• Materiales: Forro: 100% poliéster Cubierta: 100% poliéster • Medidas: 31 X 15.5 X 46 cm • Peso: 700 g CONTENIDO DEL EMPAQUE: 1 Mochila 1 Póliza de garantía",ACCESORIOS,PC-084693,425.78,11208.73,13284.42,https://static.ctonline.mx/imagenes/MALGEN5060/MALGEN5060_400.jpg,https://static.ctonline.mx/marcas/png/PC-084693.png,https://ctonline.mx/buscar/productos?b=MALGEN5060,8302.76,11208.73,9963.31,35%,assets/img/catalog/MALGEN5060.jpg,https://static.ctonline.mx/imagenes/MALGEN5060/MALGEN5060_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5060/MALGEN5060_400.jpg
MALGEN5070,"PC-084686 Mochila para laptop 15.6""-17"" múltiples compartimentos Modelo Forter Color Morado | PERFECT CHOICE: Descubre l","PC-084686 Mochila para laptop 15.6""-17"" múltiples compartimentos Modelo Forter Color Morado | PERFECT CHOICE: Descubre la mochila para laptop diseñada para la vida urbana. Fabricada con materiales de alta resistencia, ofrece gran amplitud y múltiples compartimientos que mantienen tus objetos organizados. Su acolchado lumbar asegura comodidad durante todo el día, mientras que su diseño moderno y práctico es ideal para enfrentar el ritmo de la ciudad sin comprometer el estilo. ESPECIFICACIONES • Materiales: Forro: 100% poliéster Cubierta: 100% poliéster • Medidas: 33 X 21 X 48 cm • Peso: 680 g CONTENIDO DEL EMPAQUE • 1 Mochila • 1 Póliza de garantía",ACCESORIOS,PC-084686,364.87,9605.2,11383.94,https://static.ctonline.mx/imagenes/MALGEN5070/MALGEN5070_400.jpg,https://static.ctonline.mx/marcas/png/PC-084686.png,https://ctonline.mx/buscar/productos?b=MALGEN5070,7114.96,9605.2,8537.95,35%,assets/img/catalog/MALGEN5070.jpg,https://static.ctonline.mx/imagenes/MALGEN5070/MALGEN5070_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5070/MALGEN5070_400.jpg
MALGEN5080,"PC-084679 Mochila para laptop 15.6""-17"" múltiples compartimentos Modelo Forter Color Negro | PERFECT CHOICE: Descubre la","PC-084679 Mochila para laptop 15.6""-17"" múltiples compartimentos Modelo Forter Color Negro | PERFECT CHOICE: Descubre la mochila para laptop diseñada para la vida urbana. Fabricada con materiales de alta resistencia, ofrece gran amplitud y múltiples compartimientos que mantienen tus objetos organizados. Su acolchado lumbar asegura comodidad durante todo el día, mientras que su diseño moderno y práctico es ideal para enfrentar el ritmo de la ciudad sin comprometer el estilo. ESPECIFICACIONES • Materiales: Forro: 100% poliéster Cubierta: 100% poliéster • Medidas: 33 X 21 X 48 cm • Peso: 680 g CONTENIDO DEL EMPAQUE • 1 Mochila • 1 Póliza de garantía",ACCESORIOS,PC-084679,364.87,9605.2,11383.94,https://static.ctonline.mx/imagenes/MALGEN5080/MALGEN5080_400.jpg,https://static.ctonline.mx/marcas/png/PC-084679.png,https://ctonline.mx/buscar/productos?b=MALGEN5080,7114.96,9605.2,8537.95,35%,assets/img/catalog/MALGEN5080.jpg,https://static.ctonline.mx/imagenes/MALGEN5080/MALGEN5080_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5080/MALGEN5080_400.jpg
MALGEN5090,PC-084662 Mochila de mujer para laptop Elegante y Funcional Modelo Kokette Color Rosa | PERFECT CHOICE: Elegancia y func,"PC-084662 Mochila de mujer para laptop Elegante y Funcional Modelo Kokette Color Rosa | PERFECT CHOICE: Elegancia y funcionalidad se combinan en esta mochila diseñada especialmente para la mujer moderna. Su estilo compacto y femenino se complementa con materiales suaves al tacto, pero increíblemente resistentes, garantizando durabilidad y comodidad. Perfecta para acompañarte en cualquier ocasión, ofrece un toque de sofisticación sin sacrificar practicidad. Múltiples compartimentos. Elegante y compacta. ESPECIFICACIONES • Materiales: Forro: 100% poliéster Cubierta: 100% poliéster• Compatibilidad: Laptop 15.6” - 17” • Medidas: 29 X 11 X 40 cm • Peso: 560 g CONTENIDO DEL EMPAQUE: 1 Mochila 1 Póliza de garantía",ACCESORIOS,PC-084662,561.56,14783.01,17520.61,https://static.ctonline.mx/imagenes/MALGEN5090/MALGEN5090_400.jpg,https://static.ctonline.mx/marcas/png/PC-084662.png,https://ctonline.mx/buscar/productos?b=MALGEN5090,10950.38,14783.01,13140.46,35%,assets/img/catalog/MALGEN5090.jpg,https://static.ctonline.mx/imagenes/MALGEN5090/MALGEN5090_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5090/MALGEN5090_400.jpg
MALGEN5100,PC-084655 Mochila de mujer para laptop Elegante y Funcional Modelo Kokette Color Taupe | PERFECT CHOICE: Elegancia y fun,"PC-084655 Mochila de mujer para laptop Elegante y Funcional Modelo Kokette Color Taupe | PERFECT CHOICE: Elegancia y funcionalidad se combinan en esta mochila diseñada especialmente para la mujer moderna. Su estilo compacto y femenino se complementa con materiales suaves al tacto, pero increíblemente resistentes, garantizando durabilidad y comodidad. Perfecta para acompañarte en cualquier ocasión, ofrece un toque de sofisticación sin sacrificar practicidad. Múltiples compartimentos. Elegante y compacta. ESPECIFICACIONES • Materiales: Forro: 100% poliéster Cubierta: 100% poliéster• Compatibilidad: Laptop 15.6” - 17” • Medidas: 29 X 11 X 40 cm • Peso: 560 g CONTENIDO DEL EMPAQUE: 1 Mochila 1 Póliza de garantía",ACCESORIOS,PC-084655,561.56,14783.0,17520.59,https://static.ctonline.mx/imagenes/MALGEN5100/MALGEN5100_400.jpg,https://static.ctonline.mx/marcas/png/PC-084655.png,https://ctonline.mx/buscar/productos?b=MALGEN5100,10950.37,14783.0,13140.44,35%,assets/img/catalog/MALGEN5100.jpg,https://static.ctonline.mx/imagenes/MALGEN5100/MALGEN5100_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5100/MALGEN5100_400.jpg
MALGEN5120,PC-084464 Mochila ejecutiva para laptop diseño Slim Modelo Lusso | PERFECT CHOICE: Esta mochila ejecutiva para laptop co,"PC-084464 Mochila ejecutiva para laptop diseño Slim Modelo Lusso | PERFECT CHOICE: Esta mochila ejecutiva para laptop combina un diseño estilizado y funcionalidad de primer nivel. Fabricada con materiales de alta calidad, garantiza durabilidad y un aspecto profesional. Incorpora un práctico strap para trolley, facilitando tus viajes, y un puerto de carga USB integrado para mantener tus dispositivos conectados en todo momento. Perfecta para el profesional moderno que busca eficiencia y estilo. ESPECIFICACIONES • Materiales: Forro: 100% poliéster Cubierta: 100% poliéster • Medidas: 30 X 11.5 X 43 cm • Peso: 790 g CONTENIDO DEL EMPAQUE: 1 Mochila 1 Póliza de garantía",ACCESORIOS,PC-084464,486.7,12812.27,15184.91,https://static.ctonline.mx/imagenes/MALGEN5120/MALGEN5120_400.jpg,https://static.ctonline.mx/marcas/png/PC-084464.png,https://ctonline.mx/buscar/productos?b=MALGEN5120,9490.57,12812.27,11388.68,35%,assets/img/catalog/MALGEN5120.jpg,https://static.ctonline.mx/imagenes/MALGEN5120/MALGEN5120_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5120/MALGEN5120_400.jpg
MALGEN5140,"PC-084358 Mochila Expandible para Laptop 15.6"" Resistente al Agua Modelo Tundra Color Azul | PERFECT CHOICE: Protege tu ","PC-084358 Mochila Expandible para Laptop 15.6"" Resistente al Agua Modelo Tundra Color Azul | PERFECT CHOICE: Protege tu equipo y lleva todo lo que necesitas con esta mochila expandible para laptop de 15.6"". Con una capacidad expandible, resistencia al agua y materiales duraderos, diseñada para ofrecer la máxima durabilidad y resistencia. Resistente al Agua: Fabricada con materiales de alta calidad, es resistente al agua , lo que garantiza que tus dispositivos electrónicos estén siempre seguros, incluso en condiciones de lluvia. Diseño Expandible: Su diseño expandible te brinda espacio adicional cuando lo necesitas, ideal para viajes, trabajo o el día a día. Compatibilidad con Laptops de 15.6"": Esta mochila cuenta con un compartimento dedicado para laptops de hasta 15.6 pulgadas. ESPECIFICACIONES: •Materiales: Forro: 100% poliéster Cubierta: 100% poliéster • Compatibilidad: 15.6” (39.8 cm) MEDIDAS DEL PRODUCTO: 33 x 19 x 43cm. • Peso: 1000 gramos.",ACCESORIOS,PC-084358,486.7,12812.27,15184.91,https://static.ctonline.mx/imagenes/MALGEN5140/MALGEN5140_400.jpg,https://static.ctonline.mx/marcas/png/PC-084358.png,https://ctonline.mx/buscar/productos?b=MALGEN5140,9490.57,12812.27,11388.68,35%,assets/img/catalog/MALGEN5140.jpg,https://static.ctonline.mx/imagenes/MALGEN5140/MALGEN5140_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5140/MALGEN5140_400.jpg
MALGEN5180,PC-084716 Portafolio ejecutivo para laptop diseño Elegante y Funcional Modelo Branston | PERFECT CHOICE: Lleva tu estilo,"PC-084716 Portafolio ejecutivo para laptop diseño Elegante y Funcional Modelo Branston | PERFECT CHOICE: Lleva tu estilo profesional al siguiente nivel con este portafolio ejecutivo diseñado para proteger y transportar laptops de hasta 16 pulgadas. Con un diseño elegante y materiales suaves pero resistentes, es la combinación perfecta de estilo, practicidad y durabilidad. Materiales Premium: Fabricado con materiales suaves al tacto y resistentes al desgaste, ideal para el uso diario. Comodidad de Transporte: Asa resistente y correa ajustable para llevarlo cómodamente a donde vayas.. ESPECIFICACIONES: Materiales: Forro: 100% poliéster Cubierta: 100% poliéster • Compatibilidad: Laptop 16.7” • Medidas: 46 x 7.5 x 30.5 cm • Peso: 485 g CONTENIDO DEL EMPAQUE: 1 Mochila 1 Póliza de garantía",ACCESORIOS,PC-084716,303.96,8001.65,9483.44,https://static.ctonline.mx/imagenes/MALGEN5180/MALGEN5180_400.jpg,https://static.ctonline.mx/marcas/png/PC-084716.png,https://ctonline.mx/buscar/productos?b=MALGEN5180,5927.15,8001.65,7112.58,35%,assets/img/catalog/MALGEN5180.jpg,https://static.ctonline.mx/imagenes/MALGEN5180/MALGEN5180_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALGEN5180/MALGEN5180_400.jpg
ACCKNS930,"Candado de Combinación para Laptops Kensington K67819WW, 1.8 Metros, Negro con Amarillo. Proteja del robo todo su parque","Candado de Combinación para Laptops Kensington K67819WW, 1.8 Metros, Negro con Amarillo. Proteja del robo todo su parque de portátiles o Chromebooks y la información confidencial que contienen con el pack de combinación seriada para portátil de Kensington, el mayor vendedor de candados para portátiles. Dispone de un cabezal antimanipulación accionado mediante un botón que fija fácilmente la barra T-Bar a la ranura Kensington Security Slot presente en la mayoría de los portátiles. Nuestro programa Register & Retrieve online ofrece un método sencillo para realizar el seguimiento de todas las combinaciones.",ACCESORIOS,CANDADO,333.33,8775.0,10400.0,https://static.ctonline.mx/imagenes/ACCKNS930/ACCKNS930_400.jpg,https://static.ctonline.mx/marcas/png/CANDADO.png,https://ctonline.mx/buscar/productos?b=ACCKNS930,6500.0,8775.0,7800.0,35%,assets/img/catalog/ACCKNS930.jpg,https://static.ctonline.mx/imagenes/ACCKNS930/ACCKNS930_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/ACCKNS930/ACCKNS930_400.jpg
ACCKNS2430,Mochila para notebook EQ de 16” Negra K60392WW KENSINGTON. La mochila más sustentable. Para los empresarios y estudiante,"Mochila para notebook EQ de 16” Negra K60392WW KENSINGTON. La mochila más sustentable. Para los empresarios y estudiantes que buscan una mochila fabricada con materiales sustentables, la mochila para notebook EQ es una opción ideal. Mediante el uso de 8,4 botellas plásticas de 250 ml, la mochila se fabrica con un 28,2 % de poliéster reciclado posconsumo (PCR). Moderna, liviana y cómoda se adapta a cualquier notebook de hasta 16”. La mochila incluye un compartimento acolchado para el notebook, un compartimento delantero con cierre para un fácil acceso a los periféricos y dos bolsillos laterales para una botella de agua o un paraguas. Correas acolchadas que ofrecen apoyo para el cuello y los hombros y tela tejida transpirable que proporciona mayor comodidad para la espalda.",ACCESORIOS,MOCHILA,761.11,20036.25,23746.67,https://static.ctonline.mx/imagenes/ACCKNS2430/ACCKNS2430_400.jpg,https://static.ctonline.mx/marcas/png/MOCHILA.png,https://ctonline.mx/buscar/productos?b=ACCKNS2430,14841.67,20036.25,17810.0,35%,assets/img/catalog/ACCKNS2430.jpg,https://static.ctonline.mx/imagenes/ACCKNS2430/ACCKNS2430_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/ACCKNS2430/ACCKNS2430_400.jpg
ACCITL7960,"HUB USB V3.2 4 ptos, 2Ax2C, 5Gbps, (181150) MANHATTAN Hub USB-C 3.2 macho a  dos puertos USB-C y dos puertos USB-A, USB ","HUB USB V3.2 4 ptos, 2Ax2C, 5Gbps, (181150) MANHATTAN Hub USB-C 3.2 macho a  dos puertos USB-C y dos puertos USB-A, USB con velocidad de transferencia SuperSpeed de hasta 5 Gbps y carga de hasta 4.5 W (5 V / 0.9 A), forma en ángulo para facilitar la conexión de los puertos, alimentación por bus, color negro. Ideal para computadoras de escritorio, Ultrabooks™, laptops, Chromebooks™, MacBooks®, dispositivos Surface® y mucho más. Compatible con Windows®, macOS®, Linux® y Chrome OS™. Instalación Plug and Play. Compatible con versiones anteriores USB 2.0 y USB 1.1.",ACCESORIOS,HUB,11.12,292.76,346.98,https://static.ctonline.mx/imagenes/ACCITL7960/ACCITL7960_400.jpg,https://static.ctonline.mx/marcas/png/HUB.png,https://ctonline.mx/buscar/productos?b=ACCITL7960,216.86,292.76,260.23,35%,assets/img/catalog/ACCITL7960.jpg,https://static.ctonline.mx/imagenes/ACCITL7960/ACCITL7960_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/ACCITL7960/ACCITL7960_400.jpg
ACCITL7790,"HUB USB V3.2 2Ptos A 2Ptos C (181075) MANHATTAN Hub de 4 puertos con conector combinado de USB-C a USB-A, dos puertos US","HUB USB V3.2 2Ptos A 2Ptos C (181075) MANHATTAN Hub de 4 puertos con conector combinado de USB-C a USB-A, dos puertos USB-C hembra y dos puertos USB-A hembra, USB SuperSpeed a 5 Gbps (USB 3.2 Gen 1)  y carga de hasta 4.5 W (5 V / 0.9 A). Los puertos SuperSpeed son compatibles con versiones anteriores de USB 2.0 o incluso 1.1. Ideal para PCs de escritorio, y dispositivos como Ultrabooks™, laptops, Chromebooks™, MacBooks®, Surface® y más. Compatible con Windows®, macOS®, Linux® y Chrome OS™. Instalación plug-and-play y cable integrado de 25 cm (10 pulg.).",ACCESORIOS,HUB,12.43,327.19,387.78,https://static.ctonline.mx/imagenes/ACCITL7790/ACCITL7790_400.jpg,https://static.ctonline.mx/marcas/png/HUB.png,https://ctonline.mx/buscar/productos?b=ACCITL7790,242.36,327.19,290.83,35%,assets/img/catalog/ACCITL7790.jpg,https://static.ctonline.mx/imagenes/ACCITL7790/ACCITL7790_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/ACCITL7790/ACCITL7790_400.jpg
ACCITL7560,"180245 Cargador de energía PD con cable USB-C integrado – 60 W: Conector de carga USB-C (hasta 60 W), puerto de carga US","180245 Cargador de energía PD con cable USB-C integrado – 60 W: Conector de carga USB-C (hasta 60 W), puerto de carga USB-A (hasta 2.4 A), Color: blanco, Solución de carga para dos dispositivos puerto USB-C con suministro de energía (PD 3.0) y puerto USB-A para carga, Simultáneamente, carga dos distintos dispositivos con la energía de potencial ideal, Cable USB-C con función PD que proporciona hasta 60 W para cargar una laptop, una Ultrabook, una tableta u otro dispositivo alimentado por USB-C. Voltajes de Salida:  5 / 9 / 12 / 15 / 19 / 20 V , Largo del Cable: 1.8 m; 3 Años de Garantía Directo con Fabricante",ACCESORIOS,180245,31.76,836.04,990.86,https://static.ctonline.mx/imagenes/ACCITL7560/ACCITL7560_400.jpg,https://static.ctonline.mx/marcas/png/180245.png,https://ctonline.mx/buscar/productos?b=ACCITL7560,619.29,836.04,743.15,35%,assets/img/catalog/ACCITL7560.jpg,https://static.ctonline.mx/imagenes/ACCITL7560/ACCITL7560_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/ACCITL7560/ACCITL7560_400.jpg
ACCITL7800,"Docking Station USB-C 10 en 1 con MST (190398) MANHATTAN Estación Docking USB-C con MST para doble monitor 4K, USB 3.2 G","Docking Station USB-C 10 en 1 con MST (190398) MANHATTAN Estación Docking USB-C con MST para doble monitor 4K, USB 3.2 Gen 1 Tipo-C Macho a dos HDMI (hasta 4K@60Hz), tres USB-A (hasta 5 Gbps), USB-C Power Delivery (100 W), USB-C Data (5 Gbps), lector de tarjetas SD/microSD y puertos Gigabit RJ45. Compatible con todas las computadoras de escritorio, laptops y tabletas compatibles con USB-C DP-Alt-Mode, incluidos Apple® MacBook®, Cromebook™, Pixel™ y más. Instalación plug-and-play; compatible con Windows®, macOS®, Chrome OS™ y Android™. Cable integrado extralargo de 0.5 m, carcasa de aluminio y  bases de goma.",ACCESORIOS,DOCKING,64.92,1709.1,2025.6,https://static.ctonline.mx/imagenes/ACCITL7800/ACCITL7800_400.jpg,https://static.ctonline.mx/marcas/png/DOCKING.png,https://ctonline.mx/buscar/productos?b=ACCITL7800,1266.0,1709.1,1519.2,35%,assets/img/catalog/ACCITL7800.jpg,https://static.ctonline.mx/imagenes/ACCITL7800/ACCITL7800_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/ACCITL7800/ACCITL7800_400.jpg
ACCITL6920,"Convertidor de USB-A a HDMI 1080p (153690) Manhattan Convertidor USB 3.0 a HDMI para conectar una laptop, MacBook®, Ultr","Convertidor de USB-A a HDMI 1080p (153690) Manhattan Convertidor USB 3.0 a HDMI para conectar una laptop, MacBook®, Ultrabook o PC de escritorio a una pantalla, monitor o proyector HDMI Negro. Conecta fácilmente un dispositivo con salida USB-A a una pantalla, monitor o proyector HDMI, resoluciones Full HD 1080p@60Hz (1980×1080). Convierte una señal USB 3.2 Gen 1 (antes USB 3.0) en una señal HDMI con vídeo y audio.",ACCESORIOS,CONVERTIDOR,22.42,590.14,699.42,https://static.ctonline.mx/imagenes/ACCITL6920/ACCITL6920_400.jpg,https://static.ctonline.mx/marcas/png/CONVERTIDOR.png,https://ctonline.mx/buscar/productos?b=ACCITL6920,437.14,590.14,524.57,35%,assets/img/catalog/ACCITL6920.jpg,https://static.ctonline.mx/imagenes/ACCITL6920/ACCITL6920_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/ACCITL6920/ACCITL6920_400.jpg
MALITL050,"Mochila Knappack para laptop de 15.6"" (439831) MANHATTAN La Knappack de Manhattan está diseñada como una mochila ligera,","Mochila Knappack para laptop de 15.6"" (439831) MANHATTAN La Knappack de Manhattan está diseñada como una mochila ligera, cómoda y accesible para tu laptop de hasta 15.6"". El exterior de esta mochila está hecho de PVC 600D e interior 100% poliester, para mayor durabilidad y confiabilidad. Tiene correas acolchadas y ajustables. Límite de peso: 10 kg.",ACCESORIOS,MOCHILA,7.01,184.56,218.74,https://static.ctonline.mx/imagenes/MALITL050/MALITL050_400.jpg,https://static.ctonline.mx/marcas/png/MOCHILA.png,https://ctonline.mx/buscar/productos?b=MALITL050,136.71,184.56,164.05,35%,assets/img/catalog/MALITL050.jpg,https://static.ctonline.mx/imagenes/MALITL050/MALITL050_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALITL050/MALITL050_400.jpg
MALITL790,"439817 Funda Seattle para Notebook de 15.6"": Carga superior; se adapta a la mayoría de los equipos de hasta 15.6"", acolc","439817 Funda Seattle para Notebook de 15.6"": Carga superior; se adapta a la mayoría de los equipos de hasta 15.6"", acolchonado de primera calidad, resistente al agua, un compartimento para la computadora, un bolsillo frontal, gris, Funda acolchada y extra suave con dos cierres para adaptarse a la mayoría de los dispositivos de hasta 15,6"", Material exterior resistente al agua y duradero que protege contra el clima, derrames y desgaste, Bolsillo frontal con cierre para guardar cargadores, auriculares, cables y otros artículos pequeños, Dimensiones exteriores: 400x2700x25 mm , Dimensiones interiores: 385x263x22 mm; 3 Años de Garantía Directo con Fabricante",ACCESORIOS,439817,7.66,201.64,238.98,https://static.ctonline.mx/imagenes/MALITL790/MALITL790_400.jpg,https://static.ctonline.mx/marcas/png/439817.png,https://ctonline.mx/buscar/productos?b=MALITL790,149.36,201.64,179.23,35%,assets/img/catalog/MALITL790.jpg,https://static.ctonline.mx/imagenes/MALITL790/MALITL790_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALITL790/MALITL790_400.jpg
ACCITL6170,"Funda para Notebook de 14.5"" - Seattle (439916) Funda acolchada extra suave con dos cierres para adaptarse a la mayoría ","Funda para Notebook de 14.5"" - Seattle (439916) Funda acolchada extra suave con dos cierres para adaptarse a la mayoría de los dispositivos de hasta 14.5 ""Material exterior resistente al agua y duradero que protege contra el clima, derrames y desgaste. Bolsillo frontal con cierre para guardar cargadores, auriculares, cables y otros artículos pequeños. Conveniente asa de sujeción para una transportación fácil y segura. Diseño delgado y liviano para usar como un estuche independiente o en bolsas de mano y mochilas. Aspecto moderno y estilizado con un toque elegante. Ideal para la mayoría de las laptops compactas, Ultrabooks ™, Microsoft® Surface 2 en 1 desmontables y más
Gran compañero para viajes en avión, ya que ofrece el tamaño perfecto para guardar en los bolsillos de los asientos o en los compartimentos superiores. Tres años de garantía",ACCESORIOS,FUNDA,7.66,201.64,238.98,https://static.ctonline.mx/imagenes/ACCITL6170/ACCITL6170_400.jpg,https://static.ctonline.mx/marcas/png/FUNDA.png,https://ctonline.mx/buscar/productos?b=ACCITL6170,149.36,201.64,179.23,35%,assets/img/catalog/ACCITL6170.jpg,https://static.ctonline.mx/imagenes/ACCITL6170/ACCITL6170_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/ACCITL6170/ACCITL6170_400.jpg
MALITL010,"Maletin para Notebook ""EMPIRE"" 17"", ULTRA LIGERO 993 GR (421560), 100% poliéster, Dimensiones: Exterior, 29 x 41 x 8 cm;","Maletin para Notebook ""EMPIRE"" 17"", ULTRA LIGERO 993 GR (421560), 100% poliéster, Dimensiones: Exterior, 29 x 41 x 8 cm; Compartimiento de la computadora, 29 x 40 x 6 cm; 0.9 kg",ACCESORIOS,MALETIN,15.79,415.71,492.69,https://static.ctonline.mx/imagenes/MALITL010/MALITL010_400.jpg,https://static.ctonline.mx/marcas/png/MALETIN.png,https://ctonline.mx/buscar/productos?b=MALITL010,307.93,415.71,369.52,35%,assets/img/catalog/MALITL010.jpg,https://static.ctonline.mx/imagenes/MALITL010/MALITL010_400.jpg,equipos_de_marca,https://static.ctonline.mx/imagenes/MALITL010/MALITL010_400.jpg
