sku,clave,nombre,descripcion_completa,marca,moneda_origen,costo_origen,costo_base_mxn,costo_base_usd,precio,precio_mxn,precio_original,precio_mayoreo_10pzs,precio_piso_minimo_20,categoria_clasificada,img,cdn_url,placeholder,garantia,disponibilidad_gdl,vigencia_precios,clausula_precios
REGKBZ240,REGKBZ240,"Regulador Koblenz RI-2002, Capacidad 2000 VA / 1500 Watts,  1 contacto aterrizado y regulado, A","Regulador Koblenz RI-2002, Capacidad 2000 VA / 1500 Watts,  1 contacto aterrizado y regulado, Autodesconexión en voltajes arriba de150 VCA y por debajo de 60 VCA, Disyuntor térmico de 25 Amp, Voltaje de entrada nominal: 120 VCA, Rango de operación de entrada: 90 – 145 VCA, Rango de voltaje de salida: 108 – 132 VCA, Frecuencia 60 Hz, Ideal para refrigeradores de hasta 28 pies cúbicos, refresqueros y aparatos con motor de arranque, 2 Leds (Encendido y Desconexión automática), 5 AÑOS DE GARANTIA.","RI-2002,",m,1853.3333333333333,1853.33,95.04,2224.0,2224.0,2965.33,2131.33,2224.0,reguladores_ups,./assets/img/catalog/reguladores_ups/REGKBZ240.jpg,https://static.ctonline.mx/imagenes/REGKBZ240/REGKBZ240_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
REGKBZ200,REGKBZ200,"Regulador Koblenz ER-2250 (00-1588-3), 2250 VA/ 1000 W, rango de regulación 95-145V, 8 contacto","Regulador Koblenz ER-2250 (00-1588-3), 2250 VA/ 1000 W, rango de regulación 95-145V, 8 contactos protegidos en supresor de picos 134 Joules, desconexión automática con alto voltaje, Versa-LED Azul encendido /regulado, Swich protector térmico con resel, Garantía 5 años.",ER-2250,m,646.6666666666666,646.67,33.16,776.0,776.0,1034.67,743.67,776.0,reguladores_ups,./assets/img/catalog/reguladores_ups/REGKBZ200.jpg,https://static.ctonline.mx/imagenes/REGKBZ200/REGKBZ200_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
REGKBZ220,REGKBZ220,"Protector de voltaje Koblenz PV-2500 D  (00-5347-00-0), 2500 VA /2000 W, 6 contactos aterrizado","Protector de voltaje Koblenz PV-2500 D  (00-5347-00-0), 2500 VA /2000 W, 6 contactos aterrizados giratorios, desconexión automática con alto o bajo voltaje, ideal para pantallas de pared, equipos de audio, modems y sistemas de cable. Color Negro. Garantía 5 años.",CT,m,401.66666666666663,401.67,20.6,482.0,482.0,642.67,461.92,482.0,reguladores_ups,./assets/img/catalog/reguladores_ups/REGKBZ220.jpg,https://static.ctonline.mx/imagenes/REGKBZ220/REGKBZ220_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
NBKKBZ330,NBKKBZ330,"No Break Koblenz 5216 USB/R 520VA/ 240 W, (000-4241-00-6), 15 minutos de respaldo, 4ms de trans","No Break Koblenz 5216 USB/R 520VA/ 240 W, (000-4241-00-6), 15 minutos de respaldo, 4ms de transferencia, 6 contactos (3/3), regulador de voltaje integrado (altos y bajos) 320 joules, Carga en modo off y función de arranque en frio, rango de reg. de 90-145 Vca.",CT,m,737.2222222222222,737.22,37.81,884.66,884.66,1179.55,847.8,884.66,reguladores_ups,./assets/img/catalog/reguladores_ups/NBKKBZ330.jpg,https://static.ctonline.mx/imagenes/NBKKBZ330/NBKKBZ330_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
NBKKBZ410,NBKKBZ410,"No Break Koblenz 5516 USB/R 550VA/ 330 W, (00-4259-00-8), 63 minutos de respaldo, 4ms de transf","No Break Koblenz 5516 USB/R 550VA/ 330 W, (00-4259-00-8), 63 minutos de respaldo, 4ms de transferencia, 6 contactos (4/2), regulador de voltaje integrado (altos y bajos) 316 joules, Carga en modo off y función de arranque en frio, Baterías pre-instaladas (1) 12 V 7 AH, rango de reg. de 90-145 Vca, Tiempo recarga 4 hrs al 90%.",CT,m,922.2222222222222,922.22,47.29,1106.66,1106.66,1475.55,1060.55,1106.66,reguladores_ups,./assets/img/catalog/reguladores_ups/NBKKBZ410.jpg,https://static.ctonline.mx/imagenes/NBKKBZ410/NBKKBZ410_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
NBKKBZ420,NBKKBZ420,"No Break Koblenz 7516 USB/R 750VA/ 450 W, (00-4260-00-6), 75 minutos de respaldo, 4ms de transf","No Break Koblenz 7516 USB/R 750VA/ 450 W, (00-4260-00-6), 75 minutos de respaldo, 4ms de transferencia, 6 contactos (4/2), regulador de voltaje integrado (altos y bajos) 316 joules, Carga en modo off y función de arranque en frio, Baterías pre-instaladas (1) 12 V 9 AH, rango de reg. de 90-145 Vca, Tiempo recarga 4 hrs al 90%.",CT,m,1450.0,1450.0,74.36,1740.0,1740.0,2320.0,1667.5,1740.0,reguladores_ups,./assets/img/catalog/reguladores_ups/NBKKBZ420.jpg,https://static.ctonline.mx/imagenes/NBKKBZ420/NBKKBZ420_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
NBKKBZ200,NBKKBZ200,"No Break Koblenz 7016-USB/R 700VA/ 360 W, (00-4206-9) hasta 47 minutos de respaldo,  6 contacto","No Break Koblenz 7016-USB/R 700VA/ 360 W, (00-4206-9) hasta 47 minutos de respaldo,  6 contactos (4/2), protección telefónica RJ-11, 320 Joules, puerto USB de comunicación (Incluye CD y cable), color negro, software para cierre de aplicaciones, rango de reg. de 90-145 V. Garantía de 3 años en equipo y 2 años en batería.",7016-USB/R,m,1290.0,1290.0,66.15,1548.0,1548.0,2064.0,1483.5,1548.0,reguladores_ups,./assets/img/catalog/reguladores_ups/NBKKBZ200.jpg,https://static.ctonline.mx/imagenes/NBKKBZ200/NBKKBZ200_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
NBKKBZ390,NBKKBZ390,"No Break Koblenz 9022-USB 900VA/ 460 W, (00-4258-00-0), hasta 76 minutos de respaldo, Pantalla ","No Break Koblenz 9022-USB 900VA/ 460 W, (00-4258-00-0), hasta 76 minutos de respaldo, Pantalla LCD, 10 contactos (5/5),  268 Joules, puerto USB de comunicación (Incluye CD y cable), software para cierre de aplicaciones, rango de reg. de 90-145. Garantía de 3 años en equipo y 2 años en batería.",9022-USB,m,1773.3333333333333,1773.33,90.94,2128.0,2128.0,2837.33,2039.33,2128.0,reguladores_ups,./assets/img/catalog/reguladores_ups/NBKKBZ390.jpg,https://static.ctonline.mx/imagenes/NBKKBZ390/NBKKBZ390_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
NBKKBZ400,NBKKBZ400,"No Break Koblenz 7522-USB 750VA/ 420 W, ( 00-4257-00-2 ), hasta 63 minutos de respaldo, Pantall","No Break Koblenz 7522-USB 750VA/ 420 W, ( 00-4257-00-2 ), hasta 63 minutos de respaldo, Pantalla LCD, 10 contactos (5/5), protección telefónica RJ-11/RJ45, puerto USB de comunicación (Incluye CD y cable), software para cierre de aplicaciones, rango de reg. de 90-145 V. Color: Negro. Garantía de 3 años en equipo y 2 años en batería.",7522-USB,m,1751.111111111111,1751.11,89.8,2101.34,2101.34,2801.78,2013.78,2101.33,reguladores_ups,./assets/img/catalog/reguladores_ups/NBKKBZ400.jpg,https://static.ctonline.mx/imagenes/NBKKBZ400/NBKKBZ400_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
KITKBZ020,KITKBZ020,"Kit de Energía Koblenz  No-Break 7016 + Supresor Inteligente Wi-Fi SPS-4CUSBWIFI, Garantía de 3","Kit de Energía Koblenz  No-Break 7016 + Supresor Inteligente Wi-Fi SPS-4CUSBWIFI, Garantía de 3 años en equipo y 2 años en batería EN NO BREAK, 1 Año de Garantía en Supresor,",CT,m,1388.888888888889,1388.89,71.23,1666.67,1666.67,2222.23,1597.22,1666.67,reguladores_ups,./assets/img/catalog/reguladores_ups/KITKBZ020.jpg,https://static.ctonline.mx/imagenes/KITKBZ020/KITKBZ020_400.jpg,./assets/img/placeholders/ups_placeholder.jpg,48h Directa / 1 Año Fabricante,Pedro Moreno 501 A (Entrega Inmediata),Válido del 24 al 29 de Agosto de 2026,Precios sujetos a alza o cambio sin previo aviso
