sku,clave,nombre,descripcion_completa,marca,moneda_origen,costo_origen,costo_base_mxn,costo_base_usd,precio,precio_mxn,precio_original,precio_mayoreo_10pzs,precio_piso_minimo_20,categoria_clasificada,img,cdn_url,placeholder,garantia,disponibilidad_gdl
ROUNEX100,ROUNEX100,Nextt Home Vektor2400-AC NCM-2400 / 200Mbps (300Mbps at 2.4GHz / 867Mbps at 5.0GHz) / plástico,Nextt Home Vektor2400-AC NCM-2400 / 200Mbps (300Mbps at 2.4GHz / 867Mbps at 5.0GHz) / plástico,NCM-2400,d,51.36363636363637,1001.59,51.36,1502.38,1502.38,2003.18,1402.23,1201.91,conectividad_redes,./assets/img/catalog/conectividad_redes/ROUNEX100.jpg,https://static.ctonline.mx/imagenes/ROUNEX100/ROUNEX100_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
ROUNEX110,ROUNEX110,Nextt Home Router Inalámbrico-AC NCR-N1200 de Doble Banda / 1200Mbps (300Mbps at 2.4GHz / 867Mb,"Nextt Home Router Inalámbrico-AC NCR-N1200 de Doble Banda / 1200Mbps (300Mbps at 2.4GHz / 867Mbps at 5.0GHz), control de amplitud de banda: Prioriza el tráfico para juegos de video, la reproducción de imágenes en alta definición y la navegación fluida, al disminuir la congestión y maximizar a la vez la ejecución de múltiples tareas al mismo tiempo, velocidades gigabit: Todos los puertos ofrecen una conexión ultrarrápida a internet, justo adonde la necesitas",CT,d,27.613636363636363,538.47,27.61,807.71,807.71,1076.94,753.86,646.16,conectividad_redes,./assets/img/catalog/conectividad_redes/ROUNEX110.jpg,https://static.ctonline.mx/imagenes/ROUNEX110/ROUNEX110_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
ROUNEX120,ROUNEX120,"Nextt Home Router Inalámbrico NCR-N301 300Mbps / Reproducción de videos en alta definición, lla","Nextt Home Router Inalámbrico NCR-N301 300Mbps / Reproducción de videos en alta definición, llamadas por VoIP, funciona como router inalámbrico, repetidor universal, punto de acceso y WISP,",CT,d,12.556818181818183,244.86,12.56,367.29,367.29,489.72,342.8,293.83,conectividad_redes,./assets/img/catalog/conectividad_redes/ROUNEX120.jpg,https://static.ctonline.mx/imagenes/ROUNEX120/ROUNEX120_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
ACPNEX030,ACPNEX030,Nextt Home Vektor3600 Mesh Wifi AEFME904U1 / Red de comunicación para toda la casa que respalda,"Nextt Home Vektor3600 Mesh Wifi AEFME904U1 / Red de comunicación para toda la casa que respalda hasta 30 dispositivos conectados simultáneamente, tecnología True Mesh, un enfoque más e cliente en redes inalámbricas, velocidades combinadas AC3600.1200Mbps por nodo (300Mbps a 2.4GHz / 867Mbps a 5.0GHz)",CT,d,77.375,1508.81,77.38,2263.22,2263.22,3017.62,2112.33,1810.57,conectividad_redes,./assets/img/catalog/conectividad_redes/ACPNEX030.jpg,https://static.ctonline.mx/imagenes/ACPNEX030/ACPNEX030_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
ROUNEX090,ROUNEX090,Sistema inalámbrico mesh para toda la casa NCM-G2400P vektorG2400-AC 2400AC. 1200Mbps por nodo ,Sistema inalámbrico mesh para toda la casa NCM-G2400P vektorG2400-AC 2400AC. 1200Mbps por nodo (300Mbps en la banda de 2.4GHz / 867Mbps en la banda de 5.0GHz),CT,d,57.68181818181818,1124.8,57.68,1687.2,1687.2,2249.6,1574.72,1349.76,conectividad_redes,./assets/img/catalog/conectividad_redes/ROUNEX090.jpg,https://static.ctonline.mx/imagenes/ROUNEX090/ROUNEX090_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
ACPNEX010,ACPNEX010,"Nextt Home Extensor de rango universal AEIEL304U2 / 300Mbps - diseño de enchufe de pared, funci","Nextt Home Extensor de rango universal AEIEL304U2 / 300Mbps - diseño de enchufe de pared, funciona como repetidor universal y punto de acceso, modo de router con puente de red para la conexión con cable, dos puertos WAN/LAN de 10/100Mbps",CT,d,16.295454545454547,317.76,16.3,476.64,476.64,635.52,444.86,381.31,conectividad_redes,./assets/img/catalog/conectividad_redes/ACPNEX010.jpg,https://static.ctonline.mx/imagenes/ACPNEX010/ACPNEX010_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
ACPNEX020,ACPNEX020,"Nextt Home Extensor de rango universal AEIEL905U1 de doble banda 1200Mbps – Modelo enchufable, ","Nextt Home Extensor de rango universal AEIEL905U1 de doble banda 1200Mbps – Modelo enchufable, dos puertos WAN/LAN de 10/100Mbps",CT,d,27.80681818181818,542.23,27.81,813.35,813.35,1084.46,759.12,650.68,conectividad_redes,./assets/img/catalog/conectividad_redes/ACPNEX020.jpg,https://static.ctonline.mx/imagenes/ACPNEX020/ACPNEX020_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
ROUTEL030,ROUTEL030,TELTONIKA Router 4G LTE Wi-Fi Industrial CAT 6 (2 Slots Sim) con 3 puertos LAN y 1 Puerto WAN c,TELTONIKA Router 4G LTE Wi-Fi Industrial CAT 6 (2 Slots Sim) con 3 puertos LAN y 1 Puerto WAN configurable. Carrier Aggregation. Dual Band Wi-Fi y Bluetooth LE. GNSS. Punto de acceso Wi-Fi hasta para 150 usuarios en simultáneo. RUTX11,TELTONIKA,d,375.75,7327.12,375.75,10990.68,10990.68,14654.24,10257.97,8792.54,conectividad_redes,./assets/img/catalog/conectividad_redes/ROUTEL030.jpg,https://static.ctonline.mx/imagenes/ROUTEL030/ROUTEL030_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
RASTEL010,RASTEL010,TELTONIKA Rastreador GPS Personal con conectividad GNSS y Bluetooth. Diseñado para el rastreo d,"TELTONIKA Rastreador GPS Personal con conectividad GNSS y Bluetooth. Diseñado para el rastreo de personas, mascotas y vehículos o aplicaciones para control de empleados, staff de seguridad en eventos deportivos para asegurar la seguridad y el control de los mismos. Su carcasa IP67 asegura su funcionamiento en las condiciones más agresivas. Batería de larga duración para asegurar su uso continúo. TMT250
**El tiempo de respaldo de la batería varia dependiendo de la programación..",TELTONIKA,d,68.18181818181819,1329.55,68.18,1994.32,1994.32,2659.1,1861.37,1595.46,conectividad_redes,./assets/img/catalog/conectividad_redes/RASTEL010.jpg,https://static.ctonline.mx/imagenes/RASTEL010/RASTEL010_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
RASTEL020,RASTEL020,TELTONIKA Worker BadgePLUS dispositivo de rastreo personal que cuenta con batería de larga dura,"TELTONIKA Worker BadgePLUS dispositivo de rastreo personal que cuenta con batería de larga duración, comunicación de voz en dos vías y en alta calidad para emergencias, cinco botones programables, alertas por hombre caído o con largos periodos de inactividad. GH5200",TELTONIKA,d,61.62499999999999,1201.69,61.62,1802.54,1802.54,2403.38,1682.37,1442.03,conectividad_redes,./assets/img/catalog/conectividad_redes/RASTEL020.jpg,https://static.ctonline.mx/imagenes/RASTEL020/RASTEL020_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
RASTEL030,RASTEL030,"TELTONIKA Rastreador de activos 2G , robusto, práctico y con resistente carcasa IP68  con capac","TELTONIKA Rastreador de activos 2G , robusto, práctico y con resistente carcasa IP68  con capacidad de conectividad Bluetooth de bajo consumo y batería de larga duración. Con casos de uso independiente, complementando con sensores, Backup tracking doble security TAT100",TELTONIKA,d,64.8409090909091,1264.4,64.84,1896.6,1896.6,2528.8,1770.16,1517.28,conectividad_redes,./assets/img/catalog/conectividad_redes/RASTEL030.jpg,https://static.ctonline.mx/imagenes/RASTEL030/RASTEL030_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
RASTEL040,RASTEL040,"TELTONIKA Rastreador de activos 4G LTE , robusto, práctico y con resistente carcasa IP68  con c","TELTONIKA Rastreador de activos 4G LTE , robusto, práctico y con resistente carcasa IP68  con capacidad de conectividad Bluetooth de bajo consumo y batería de larga duración. Con casos de uso independiente, complementando con sensores, Backup tracking doble security TAT140",TELTONIKA,d,113.63636363636364,2215.91,113.64,3323.86,3323.86,4431.82,3102.27,2659.09,conectividad_redes,./assets/img/catalog/conectividad_redes/RASTEL040.jpg,https://static.ctonline.mx/imagenes/RASTEL040/RASTEL040_400.jpg,./assets/img/placeholders/redes_placeholder.jpg,48h Directa / 1 Año Fábrica,Pedro Moreno 501 A (Entrega Inmediata)
