sku,nombre,descripcion_completa,categoria_ct,categoria_clasificada,marca,base_cost_usd,costo_proveedor_mxn,precio_original,original,precio,precio_mxn,precio_mayoreo_10pzs,precio_piso_minimo_20,img_rel,img,cdn_url
AIRHSE250,"MINISPLIT HISENSE 1 Toneladas AU122CBW 230V INVERTER. Frio/Calor. WiFi. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Regulador de intensidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación + Super + Quiet. Función “Sleep” (4 modos). Auto reinicio al regresar la corriente. Deshumidificación. Capacidad de enfriamiento 11,000  (BTU/h). Alimentación en enfriamiento 1,120 (W). Corriente en enfriamiento 4.8 (A) . Remoción de humedad  1.2 (L/h). SEER 16.5. Capacidad de calefacción 11,000 (BTU/h). Alimentación en calefacción 1,060 (W). Corriente en calefacción 4.6 (A). Circulación de aire (Max.) 550 (m3/h). Voltaje, Frecuencia 230 V~,60 Hz. Tipo de refrigerante  R410A. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía)","MINISPLIT HISENSE 1 Toneladas AU122CBW 230V INVERTER. Frio/Calor. WiFi. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Regulador de intensidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación + Super + Quiet. Función “Sleep” (4 modos). Auto reinicio al regresar la corriente. Deshumidificación. Capacidad de enfriamiento 11,000  (BTU/h). Alimentación en enfriamiento 1,120 (W). Corriente en enfriamiento 4.8 (A) . Remoción de humedad  1.2 (L/h). SEER 16.5. Capacidad de calefacción 11,000 (BTU/h). Alimentación en calefacción 1,060 (W). Corriente en calefacción 4.6 (A). Circulación de aire (Max.) 550 (m3/h). Voltaje, Frecuencia 230 V~,60 Hz. Tipo de refrigerante  R410A. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía). Clave Oficial CT: AIRHSE250. Marca: CT.",LINEA BLANCA,linea_blanca,CT,6190.6,120716.7,193146.72,193146.72,162967.54,162967.54,150895.87,144860.04,assets/img/catalog/linea_blanca/AIRHSE250.jpg,assets/img/catalog/linea_blanca/AIRHSE250.jpg,https://static.ctonline.mx/imagenes/AIRHSE250/AIRHSE250_400.jpg
AIRHSE220,"MINISPLIT HISENSE 1 Tonelada AT121CBW 110V INVERTER. Solo frio. WiFi. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Regulador de intensidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación + Super + Quiet. Función “Sleep” (4 modos). Auto reinicio al regresar la corriente. Deshumidificación. Capacidad de enfriamiento 11K  (BTU/h). Alimentación en enfriamiento 1,050 (W). Corriente en enfriamiento 9.2 (A). Remoción de humedad 1.2 (L/h). Circulación de aire (Max.) 550 (m3/h). SEER 16.5. Voltaje, Frecuencia 115 V~,60 Hz. Tipo de refrigerante  R410A. Micro-Channel. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía)","MINISPLIT HISENSE 1 Tonelada AT121CBW 110V INVERTER. Solo frio. WiFi. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Regulador de intensidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación + Super + Quiet. Función “Sleep” (4 modos). Auto reinicio al regresar la corriente. Deshumidificación. Capacidad de enfriamiento 11K  (BTU/h). Alimentación en enfriamiento 1,050 (W). Corriente en enfriamiento 9.2 (A). Remoción de humedad 1.2 (L/h). Circulación de aire (Max.) 550 (m3/h). SEER 16.5. Voltaje, Frecuencia 115 V~,60 Hz. Tipo de refrigerante  R410A. Micro-Channel. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía). Clave Oficial CT: AIRHSE220. Marca: CT.",LINEA BLANCA,linea_blanca,CT,7102.72,138503.08,221604.93,221604.93,186979.16,186979.16,173128.85,166203.7,assets/img/catalog/linea_blanca/AIRHSE220.jpg,assets/img/catalog/linea_blanca/AIRHSE220.jpg,https://static.ctonline.mx/imagenes/AIRHSE220/AIRHSE220_400.jpg
AIRHSE530,"MINISPLIT HISENSE 1 Tonelada"" ART122KAW 230V inverter frio, Display LED Panel Frontal. (control remoto,auto clean).Temporizador de encendido/apagado. 3 velocicades de ventilación.Función ""Sleep"" (4 modos).Auto reinicio al regresar la corriente.Deshumidificación golden fin.Capacidad de enfriamento: 12K (BTU/h). Alimentacion  en enfriamiento: 1410 (w). Corriente de enfriamiento: 5.76 (A). Remoción de humedad: 1.2(L/h) .  Circulación de aire (max) 520 (m3/h) SEER 17.9 Voltaje,Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio.Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía)","MINISPLIT HISENSE 1 Tonelada"" ART122KAW 230V inverter frio, Display LED Panel Frontal. (control remoto,auto clean).Temporizador de encendido/apagado. 3 velocicades de ventilación.Función ""Sleep"" (4 modos).Auto reinicio al regresar la corriente.Deshumidificación golden fin.Capacidad de enfriamento: 12K (BTU/h). Alimentacion  en enfriamiento: 1410 (w). Corriente de enfriamiento: 5.76 (A). Remoción de humedad: 1.2(L/h) .  Circulación de aire (max) 520 (m3/h) SEER 17.9 Voltaje,Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio.Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía). Clave Oficial CT: AIRHSE530. Marca: CT.",LINEA BLANCA,linea_blanca,CT,4588.38,89473.37,143157.39,143157.39,120789.05,120789.05,111841.71,107368.04,assets/img/catalog/linea_blanca/AIRHSE530.jpg,assets/img/catalog/linea_blanca/AIRHSE530.jpg,https://static.ctonline.mx/imagenes/AIRHSE530/AIRHSE530_400.jpg
AIRHSE540,"MINISPLIT HISENSE 1.5 Toneladas"" ARU182KAW 230V inverter frio/carlor, Display LED Panel Frontal. (control remoto,auto clean).Temporizador de encendido/apagado. 3 velocicades de ventilación. Función ""Sleep"" (4 modos).Auto reinicio al regresar la corriente.Deshumidificación golden fin.Capacidad de enfriamento: 17K (BTU/h). Alimentacion  en enfriamiento: 2340 (w). Corriente de enfriamiento: 9.67 (A). Remoción de humedad: 1.8(L/h) .  Circulación de aire (max) 880 (m3/h) Capacidad de calefacción: 17K (BTU/h) Alimentación en calefacción: 2290 (w) Corriente en calefacción: 9.46 (A) SEER 17.13 Voltaje,Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio.Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía)","MINISPLIT HISENSE 1.5 Toneladas"" ARU182KAW 230V inverter frio/carlor, Display LED Panel Frontal. (control remoto,auto clean).Temporizador de encendido/apagado. 3 velocicades de ventilación. Función ""Sleep"" (4 modos).Auto reinicio al regresar la corriente.Deshumidificación golden fin.Capacidad de enfriamento: 17K (BTU/h). Alimentacion  en enfriamiento: 2340 (w). Corriente de enfriamiento: 9.67 (A). Remoción de humedad: 1.8(L/h) .  Circulación de aire (max) 880 (m3/h) Capacidad de calefacción: 17K (BTU/h) Alimentación en calefacción: 2290 (w) Corriente en calefacción: 9.46 (A) SEER 17.13 Voltaje,Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio.Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía). Clave Oficial CT: AIRHSE540. Marca: CT.",LINEA BLANCA,linea_blanca,CT,7481.01,145879.72,233407.55,233407.55,196937.62,196937.62,182349.65,175055.66,assets/img/catalog/linea_blanca/AIRHSE540.jpg,assets/img/catalog/linea_blanca/AIRHSE540.jpg,https://static.ctonline.mx/imagenes/AIRHSE540/AIRHSE540_400.jpg
AIRHSE430,"MINISPLIT HISENSE 1.5 Tonelada"" ART182KAW 230V INVERTER frio, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 17K (BTU/h). Alimentación  en enfriamiento: 2340 (w). Corriente de enfriamiento: 11.6 (A). Remoción de humedad: 1.8 (L/h) .  Circulación de aire (max) 880 (m3/h) SEER 17.3. Voltaje, Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía)","MINISPLIT HISENSE 1.5 Tonelada"" ART182KAW 230V INVERTER frio, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 17K (BTU/h). Alimentación  en enfriamiento: 2340 (w). Corriente de enfriamiento: 11.6 (A). Remoción de humedad: 1.8 (L/h) .  Circulación de aire (max) 880 (m3/h) SEER 17.3. Voltaje, Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía). Clave Oficial CT: AIRHSE430. Marca: CT.",LINEA BLANCA,linea_blanca,CT,6984.32,136194.28,217910.85,217910.85,183862.28,183862.28,170242.85,163433.14,assets/img/catalog/linea_blanca/AIRHSE430.jpg,assets/img/catalog/linea_blanca/AIRHSE430.jpg,https://static.ctonline.mx/imagenes/AIRHSE430/AIRHSE430_400.jpg
AIRHSE420,"MINISPLIT HISENSE 1.5 Tonelada"" AC182CF 220V ESTANDAR frio, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 18K (BTU/h). Alimentación  en enfriamiento: 1950 (w). Corriente de enfriamiento: 11.5 (A). Remoción de humedad: 1.8 (L/h) .  Circulación de aire (max) 950 (m3/h) SEER 11.5. Voltaje, Frecuencia: 220v~60HZ. Tipo de refrigerante: R410A. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía)","MINISPLIT HISENSE 1.5 Tonelada"" AC182CF 220V ESTANDAR frio, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 18K (BTU/h). Alimentación  en enfriamiento: 1950 (w). Corriente de enfriamiento: 11.5 (A). Remoción de humedad: 1.8 (L/h) .  Circulación de aire (max) 950 (m3/h) SEER 11.5. Voltaje, Frecuencia: 220v~60HZ. Tipo de refrigerante: R410A. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía). Clave Oficial CT: AIRHSE420. Marca: CT.",LINEA BLANCA,linea_blanca,CT,6736.47,131361.1,210177.76,210177.76,177337.49,177337.49,164201.38,157633.32,assets/img/catalog/linea_blanca/AIRHSE420.jpg,assets/img/catalog/linea_blanca/AIRHSE420.jpg,https://static.ctonline.mx/imagenes/AIRHSE420/AIRHSE420_400.jpg
AIRHSE360,"MINISPLIT HISENSE 1.5 Tonelada"" AH182CF 230V ESTANDAR frio/calor, Display LED Panel Frontal. (control remoto, panel removible y lavable, filtro de alta densidad).Temporizador de encendido/apagado. 3 velocidades de ventilación. Función ""Sleep"".Auto reinicio al regresar la corriente. Deshumidificación. Golden Fin. Capacidad de enfriamiento: 18K (BTU/h). Alimentación  en enfriamiento: 1950 (w). Corriente de enfriamiento: 8.5 (A). Remoción de humedad: 1.8 (L/h) .  Circulación de aire (Max) 950 (m3/h) SEER 11.5. Voltaje, Frecuencia: 115v~60HZ. Tipo de refrigerante: R410A. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía)","MINISPLIT HISENSE 1.5 Tonelada"" AH182CF 230V ESTANDAR frio/calor, Display LED Panel Frontal. (control remoto, panel removible y lavable, filtro de alta densidad).Temporizador de encendido/apagado. 3 velocidades de ventilación. Función ""Sleep"".Auto reinicio al regresar la corriente. Deshumidificación. Golden Fin. Capacidad de enfriamiento: 18K (BTU/h). Alimentación  en enfriamiento: 1950 (w). Corriente de enfriamiento: 8.5 (A). Remoción de humedad: 1.8 (L/h) .  Circulación de aire (Max) 950 (m3/h) SEER 11.5. Voltaje, Frecuencia: 115v~60HZ. Tipo de refrigerante: R410A. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía). Clave Oficial CT: AIRHSE360. Marca: CT.",LINEA BLANCA,linea_blanca,CT,7875.74,153577.02,245723.23,245723.23,207328.97,207328.97,191971.27,184292.42,assets/img/catalog/linea_blanca/AIRHSE360.jpg,assets/img/catalog/linea_blanca/AIRHSE360.jpg,https://static.ctonline.mx/imagenes/AIRHSE360/AIRHSE360_400.jpg
AIRHSE550,"MINISPLIT HISENSE 2 Tonelada ACR242KG 230V ESTANDAR. Solo frio. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación. Función “Sleep”. Auto reinicio al regresar la corriente. Deshumidificación. Golden Fin. Capacidad de enfriamiento 22K  (BTU/h). Alimentación en enfriamiento 2020 (W). Corriente de enfriamiento 8.8 (A).  Circulación de aire (Max.) 1100 (m3/h). SEER 11.5. Voltaje, Frecuencia 230 V~,60 Hz. Tipo de refrigerante  R32. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía)","MINISPLIT HISENSE 2 Tonelada ACR242KG 230V ESTANDAR. Solo frio. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación. Función “Sleep”. Auto reinicio al regresar la corriente. Deshumidificación. Golden Fin. Capacidad de enfriamiento 22K  (BTU/h). Alimentación en enfriamiento 2020 (W). Corriente de enfriamiento 8.8 (A).  Circulación de aire (Max.) 1100 (m3/h). SEER 11.5. Voltaje, Frecuencia 230 V~,60 Hz. Tipo de refrigerante  R32. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía). Clave Oficial CT: AIRHSE550. Marca: CT.",LINEA BLANCA,linea_blanca,CT,8733.66,170306.28,272490.05,272490.05,229913.48,229913.48,212882.85,204367.54,assets/img/catalog/linea_blanca/AIRHSE550.jpg,assets/img/catalog/linea_blanca/AIRHSE550.jpg,https://static.ctonline.mx/imagenes/AIRHSE550/AIRHSE550_400.jpg
AIRHSE480,"MINISPLIT HISENSE 2 Toneladas"" ART242KAW 230V INVERTER frio, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 22K (BTU/h). Alimentación  en enfriamiento: 6448 (w). Corriente de enfriamiento: 11.48 (A).  Circulación de aire (max) 1100 (m3/h) SEER 17.61. Voltaje, Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía)","MINISPLIT HISENSE 2 Toneladas"" ART242KAW 230V INVERTER frio, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 22K (BTU/h). Alimentación  en enfriamiento: 6448 (w). Corriente de enfriamiento: 11.48 (A).  Circulación de aire (max) 1100 (m3/h) SEER 17.61. Voltaje, Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía). Clave Oficial CT: AIRHSE480. Marca: CT.",LINEA BLANCA,linea_blanca,CT,9101.02,177469.93,283951.89,283951.89,239584.41,239584.41,221837.42,212963.92,assets/img/catalog/linea_blanca/AIRHSE480.jpg,assets/img/catalog/linea_blanca/AIRHSE480.jpg,https://static.ctonline.mx/imagenes/AIRHSE480/AIRHSE480_400.jpg
AIRHSE490,"MINISPLIT HISENSE 2 Toneladas"" ARU242KAW 230V INVERTER frio/calor, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 22K (BTU/h). Capacidad de calefacción 22K (BTU/h) Remoción de humedad 2.0 (L/h) Alimentación  en enfriamiento: 6448 (w). Alimentación en calefacción 6448 (w) Corriente de enfriamiento: 11.48 (A). Corriente de calefacción 10.86 (A) Circulación de aire (max) 1100 (m3/h) SEER 17.61. Voltaje, Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía)","MINISPLIT HISENSE 2 Toneladas"" ARU242KAW 230V INVERTER frio/calor, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 22K (BTU/h). Capacidad de calefacción 22K (BTU/h) Remoción de humedad 2.0 (L/h) Alimentación  en enfriamiento: 6448 (w). Alimentación en calefacción 6448 (w) Corriente de enfriamiento: 11.48 (A). Corriente de calefacción 10.86 (A) Circulación de aire (max) 1100 (m3/h) SEER 17.61. Voltaje, Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía). Clave Oficial CT: AIRHSE490. Marca: CT.",LINEA BLANCA,linea_blanca,CT,9670.96,188583.63,301733.81,301733.81,254587.91,254587.91,235729.54,226300.36,assets/img/catalog/linea_blanca/AIRHSE490.jpg,assets/img/catalog/linea_blanca/AIRHSE490.jpg,https://static.ctonline.mx/imagenes/AIRHSE490/AIRHSE490_400.jpg
AIRHSE300,"MINISPLIT HISENSE 2 Tonelada AC242CF 220V ESTANDAR. Solo frio. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación. Función “Sleep”. Auto reinicio al regresar la corriente. Deshumidificación. Golden Fin. Capacidad de enfriamiento 24K  (BTU/h). Alimentación en enfriamiento 2,550 (W). Corriente de enfriamiento 11.1 (A). Remoción de humedad 2.0 (L/h). Circulación de aire (Max.) 1,100 (m3/h). SEER 11.3. Voltaje, Frecuencia 230 V~,60 Hz. Tipo de refrigerante  R410A. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía)","MINISPLIT HISENSE 2 Tonelada AC242CF 220V ESTANDAR. Solo frio. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación. Función “Sleep”. Auto reinicio al regresar la corriente. Deshumidificación. Golden Fin. Capacidad de enfriamiento 24K  (BTU/h). Alimentación en enfriamiento 2,550 (W). Corriente de enfriamiento 11.1 (A). Remoción de humedad 2.0 (L/h). Circulación de aire (Max.) 1,100 (m3/h). SEER 11.3. Voltaje, Frecuencia 230 V~,60 Hz. Tipo de refrigerante  R410A. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía). Clave Oficial CT: AIRHSE300. Marca: CT.",LINEA BLANCA,linea_blanca,CT,8631.18,168307.97,269292.75,269292.75,227215.76,227215.76,210384.96,201969.56,assets/img/catalog/linea_blanca/AIRHSE300.jpg,assets/img/catalog/linea_blanca/AIRHSE300.jpg,https://static.ctonline.mx/imagenes/AIRHSE300/AIRHSE300_400.jpg
AIRHSE290,"MINISPLIT HISENSE 2 Tonelada AH242CF 220V ESTANDAR. Frio/calor. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación. Función “Sleep”. Auto reinicio al regresar la corriente. Deshumidificación. Golden Fin. Capacidad de enfriamiento 24K  (BTU/h). Alimentación en enfriamiento 2,550 (W). Corriente de enfriamiento 11.1 (A).Corriente de calefacción 11.2 (A).  Remoción de humedad 2.0 (L/h). Circulación de aire (Max.) 1,100 (m3/h). SEER 11.3. Voltaje, Frecuencia 230 V~,60 Hz. Tipo de refrigerante  R410A. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía)","MINISPLIT HISENSE 2 Tonelada AH242CF 220V ESTANDAR. Frio/calor. Display LED Panel Frontal. Control Remoto. Panel removible y lavable. Filtro de alta densidad. Temporizador de encendido/apagado. 3 Velocidades de ventilación. Función “Sleep”. Auto reinicio al regresar la corriente. Deshumidificación. Golden Fin. Capacidad de enfriamiento 24K  (BTU/h). Alimentación en enfriamiento 2,550 (W). Corriente de enfriamiento 11.1 (A).Corriente de calefacción 11.2 (A).  Remoción de humedad 2.0 (L/h). Circulación de aire (Max.) 1,100 (m3/h). SEER 11.3. Voltaje, Frecuencia 230 V~,60 Hz. Tipo de refrigerante  R410A. Cobre/Aluminio. Garantía de 8 años en compresor y 2 años en partes a partir de la fecha de compra (acorde a política de Garantía). Clave Oficial CT: AIRHSE290. Marca: CT.",LINEA BLANCA,linea_blanca,CT,10207.08,199038.02,318460.83,318460.83,268701.32,268701.32,248797.52,238845.62,assets/img/catalog/linea_blanca/AIRHSE290.jpg,assets/img/catalog/linea_blanca/AIRHSE290.jpg,https://static.ctonline.mx/imagenes/AIRHSE290/AIRHSE290_400.jpg
AIRHSE440,"MINISPLIT HISENSE 3 Toneladas"" ARU362HBW 230V INVERTER frio-calor, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 36K (BTU/h). Alimentación  en enfriamiento: 3550 (w). Corriente de enfriamiento: 20.5 (A).  Circulación de aire (max) 1800 (m3/h) SEER 18. Voltaje, Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía)","MINISPLIT HISENSE 3 Toneladas"" ARU362HBW 230V INVERTER frio-calor, Display LED Panel Frontal. (control remoto, ahorro de energía, auto  de detección de fugas).Temporizador de encendido/apagado. Función ""Sleep"" (4 modos).Deshumidificación golden fin. Capacidad de enfriamiento: 36K (BTU/h). Alimentación  en enfriamiento: 3550 (w). Corriente de enfriamiento: 20.5 (A).  Circulación de aire (max) 1800 (m3/h) SEER 18. Voltaje, Frecuencia: 230v~60HZ. Tipo de refrigerante: R32. Cobre/Aluminio. Garantía de 8 años en compresor y  2 años en partes  a partir de la fecha de compra. (acorde a política de Garantía). Clave Oficial CT: AIRHSE440. Marca: CT.",LINEA BLANCA,linea_blanca,CT,18101.31,352975.58,564760.92,564760.92,476517.03,476517.03,441219.47,423570.69,assets/img/catalog/linea_blanca/AIRHSE440.jpg,assets/img/catalog/linea_blanca/AIRHSE440.jpg,https://static.ctonline.mx/imagenes/AIRHSE440/AIRHSE440_400.jpg
AIRHSE450,"AIRE PORTATIL HISENSE 1 Tonelada AP12CWN2 115V ESTANDAR. Solo frio. WIFl. Display led panel frontal (control remoto, filtro de alta densidad, regulador de intensidad) Temporizador de encendido y apagado. Función ""sleep"" (4modos) Capacidad de enfriamiento 12K (BTU/h). Alimentación en enfriamiento 1400 (W). Corriente 12 (A). Remoción de humedad 1,4 (L/h). Circulación de aire (Max.) 348 (m3/h). SEER 2.51 (W/W). Voltaje, Frecuencia 115 V~, 60 Hz. Tipo de Refrigerante R32. 2 años en partes a partir de la fecha de compra (acorde a política de Garantía)","AIRE PORTATIL HISENSE 1 Tonelada AP12CWN2 115V ESTANDAR. Solo frio. WIFl. Display led panel frontal (control remoto, filtro de alta densidad, regulador de intensidad) Temporizador de encendido y apagado. Función ""sleep"" (4modos) Capacidad de enfriamiento 12K (BTU/h). Alimentación en enfriamiento 1400 (W). Corriente 12 (A). Remoción de humedad 1,4 (L/h). Circulación de aire (Max.) 348 (m3/h). SEER 2.51 (W/W). Voltaje, Frecuencia 115 V~, 60 Hz. Tipo de Refrigerante R32. 2 años en partes a partir de la fecha de compra (acorde a política de Garantía). Clave Oficial CT: AIRHSE450. Marca: CT.",LINEA BLANCA,linea_blanca,CT,8284.41,161546.02,258473.63,258473.63,218087.12,218087.12,201932.52,193855.22,assets/img/catalog/linea_blanca/AIRHSE450.jpg,assets/img/catalog/linea_blanca/AIRHSE450.jpg,https://static.ctonline.mx/imagenes/AIRHSE450/AIRHSE450_400.jpg
AIRLNX180,"Purificador de Aire LANIX XAIR 1 14996, Ionizador. Velocidad: bajo, medio, alto y automático. Lanix Samart APP. WiFi. Compatible con Alexa y Googe asist. Área: 29 m2. Garantía de 1 año directo con fabricante.","Purificador de Aire LANIX XAIR 1 14996, Ionizador. Velocidad: bajo, medio, alto y automático. Lanix Samart APP. WiFi. Compatible con Alexa y Googe asist. Área: 29 m2. Garantía de 1 año directo con fabricante.. Clave Oficial CT: AIRLNX180. Marca: CT.",ACCESORIOS,linea_blanca,CT,2295.65,44765.22,71624.35,71624.35,60433.04,60433.04,55956.52,53718.26,assets/img/catalog/linea_blanca/AIRLNX180.jpg,assets/img/catalog/linea_blanca/AIRLNX180.jpg,https://static.ctonline.mx/imagenes/AIRLNX180/AIRLNX180_400.jpg
AIRLNX190,"Purificador de Aire LANIX XAIR 2 14997, Ionizador. Velocidad: bajo, medio, alto y automático. Lanix Samart APP. WiFi. Compatible con Alexa y Googe asist. Área: 29 m2. Garantía de 1 año directo con fabricante.","Purificador de Aire LANIX XAIR 2 14997, Ionizador. Velocidad: bajo, medio, alto y automático. Lanix Samart APP. WiFi. Compatible con Alexa y Googe asist. Área: 29 m2. Garantía de 1 año directo con fabricante.. Clave Oficial CT: AIRLNX190. Marca: CT.",ACCESORIOS,linea_blanca,CT,1429.02,27865.92,44585.48,44585.48,37619.0,37619.0,34832.4,33439.11,assets/img/catalog/linea_blanca/AIRLNX190.jpg,assets/img/catalog/linea_blanca/AIRLNX190.jpg,https://static.ctonline.mx/imagenes/AIRLNX190/AIRLNX190_400.jpg
AIRTRL010,"Unidad de aire acondicionado portátil Tripp Lite SRCOOL12K, 120 Volts, 12,000 BTU’s 3.4kW, pantalla de lectura de temperatura numérica, clavija 5-15P","Unidad de aire acondicionado portátil Tripp Lite SRCOOL12K, 120 Volts, 12,000 BTU’s 3.4kW, pantalla de lectura de temperatura numérica, clavija 5-15P. Clave Oficial CT: AIRTRL010. Marca: CT.",ENERGIA,linea_blanca,CT,14896.7,290485.73,464777.17,464777.17,392155.74,392155.74,363107.16,348582.88,assets/img/catalog/linea_blanca/AIRTRL010.jpg,assets/img/catalog/linea_blanca/AIRTRL010.jpg,https://static.ctonline.mx/imagenes/AIRTRL010/AIRTRL010_400.jpg
